"","X","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"273838",273838,116.6892,39.93134,1111043481761,"2016-04-28",1,9,180,44866,40.12,1,0,1,1,27,"Tower",2012,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","No_Subway","TongZhou",58577
"106701",106701,116.35699,40.093976,1111027380088,"2015-11-11",7,11,294.5,23557,125.02,3,2,1,2,6,"Plate",2005,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChangPing",46280
"161848",161848,116.453712,39.940847,1111027380731,"2015-12-17",1,2,1029,45104,228.14,4,1,1,2,6,"Plate",2000,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",82311
"295413",295413,116.5306,39.82744,1111027380983,"2015-09-13",7,12,132,23737,55.61,1,1,1,1,6,"Plate",2009,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","FaXing",44396
"255082",255082,116.247,39.90643,1111027382209,"2015-03-21",7,7,289,41709,69.29,1,1,1,1,25,"Tower",2005,"Hardcover","Steel/Concrete",0.222,"Has_Elevator","Ownership < 5y","Has_Subway","ShiJingShan",64222
"209594",209594,116.295938,39.873528,1111027380521,"2012-10-21",7,0,138,25471,54.18,1,1,1,1,24,"Tower",2005,"Other","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","FengTai",56819
"285903",285903,116.3546,39.92393,1111027382064,"2015-02-01",1,1,285,70545,40.4,1,1,1,1,9,"Plate/Tower",1989,"Simplicit","Mixed",0.333,"Has_Elevator","Ownership < 5y","No_Subway","XiCheng",106206
"148485",148485,116.613895,39.894341,1111027380403,"2014-11-30",1,0,199,22186,89.7,2,1,1,1,14,"Plate/Tower",2003,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",39571
"233145",233145,116.3286,39.97904,1111027382321,"2013-06-26",1,0,323,52436,61.6,2,1,1,1,18,"Tower",1987,"Other","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",96866
"288425",288425,116.3731,39.92197,1111027374250,"2015-05-19",1,1,1230,83221,147.8,3,2,1,2,6,"Plate",1998,"Hardcover","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",165490
"116203",116203,116.600019,40.057533,1111027376036,"2012-04-17",7,0,106,17307,61.25,2,1,1,1,6,"Plate",1994,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",40931
"109197",109197,116.337461,40.086345,1111027381983,"2015-12-21",1,7,238,24914,95.53,2,1,1,1,7,"Plate",2000,"Hardcover","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",40612
"178597",178597,116.414753,40.05889,1111027378404,"2016-05-18",7,89,160,40252,39.75,1,1,1,1,6,"Plate",2007,"Simplicit","Steel/Concrete",0.167,"No_elevator","Ownership < 5y","No_Subway","ChangPing",70498
"33901",33901,116.417021,39.97634,1111027379254,"2016-09-13",5,0,500,33564,148.97,3,2,1,2,14,"Plate",1996,"Hardcover","Steel/Concrete",1,"Has_Elevator","Ownership > 5y","Has_Subway","DongCheng",54103
"50200",50200,116.347869,39.876814,1111027377388,"2017-01-03",30,30,425,81559,52.11,1,1,1,1,18,"Tower",2008,"Hardcover","Steel/Concrete",0.4,"Has_Elevator","Ownership > 5y","No_Subway","FengTai",79885
"183261",183261,116.503578,39.961829,1111027378611,"2016-06-07",7,41,291,42101,69.12,2,1,1,1,6,"Plate",1994,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",54832
"185625",185625,116.444673,39.880008,1111027382283,"2013-02-26",7,0,220,33118,66.43,2,1,1,1,16,"Plate/Tower",2004,"Other","Steel/Concrete",0.273,"Has_Elevator","Ownership < 5y","Has_Subway","DongCheng",71761
"72091",72091,116.371423,39.803826,1111027380074,"2017-05-03",7,123,338,47056,71.83,2,1,1,1,6,"Plate",1995,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",41055
"291599",291599,116.3725,39.88901,1111027378515,"2015-12-07",1,10,265,39928,66.37,2,1,1,1,5,"Plate",1960,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","XiCheng",89585
"294422",294422,116.3586,39.9321,1111027376241,"2016-04-16",7,12,680,78978,86.1,3,1,1,1,20,"Tower",1989,"Simplicit","Steel/Concrete",0.222,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",98860
"251599",251599,116.1671,39.93639,1111027378400,"2011-12-29",7,0,80,14712,54.38,2,1,1,1,6,"Plate",1986,"Other","Steel/Concrete",0.333,"No_elevator","Ownership > 5y","No_Subway","ShiJingShan",44074
"240817",240817,116.3205,40.03903,1111046342806,"2015-04-25",7,14,530,64872,81.7,2,1,1,1,6,"Plate",1998,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",107251
"160150",160150,116.414596,39.987331,1111027375675,"2015-11-27",7,28,283,43526,65.02,3,1,1,1,6,"Plate",1993,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",68782
"215358",215358,116.2697,39.90112,1111027380520,"2014-10-27",7,10,127,28527,44.52,1,1,1,1,16,"Tower",1995,"Hardcover","Steel/Concrete",0.154,"Has_Elevator","Ownership < 5y","No_Subway","FengTai",52101
"46767",46767,116.330198,40.074228,1111027381003,"2016-12-14",33,12,516,51534,100.13,2,1,1,1,15,"Plate",2007,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",50205
"129747",129747,116.481385,39.874867,1111027378657,"2013-08-17",7,4,257,38387,66.95,2,2,1,1,6,"Plate",1995,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",59744
"88091",88091,116.419405,39.970479,1111027380904,"2017-12-09",15,0,315,71171,44.26,1,1,1,1,16,"Tower",1984,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",72061
"102975",102975,116.242091,40.234477,1111027375723,"2015-03-21",7,3,137.5,19026,72.27,2,1,1,1,6,"Plate",2000,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChangPing",37542
"205436",205436,116.222039,39.765773,1111053691362,"2015-12-06",1,5,383,27045,141.62,4,1,1,2,12,"Plate/Tower",2014,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","FangShang",46527
"112363",112363,116.309045,40.083072,1111027378159,"2016-06-10",1,13,271,27416,98.85,3,2,1,1,6,"Plate",2000,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",41411
"145759",145759,116.46028,39.957618,1111027381357,"2014-11-09",7,12,265,37761,70.18,3,1,1,1,6,"Plate",1982,"Other","Brick/Concrete",0.333,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",65355
"237997",237997,116.3557,40.01918,1111027381533,"2014-08-31",1,0,315,41410,76.07,2,1,1,1,22,"Tower",2003,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",76934
"110118",110118,116.331446,40.085293,1111027374438,"2016-02-22",1,16,278,29187,95.25,2,2,1,1,6,"Plate",2000,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",42926
"4981",4981,116.482231,40.009521,1111027380322,"2016-08-26",131,75,510,51000,100,2,1,1,1,28,"Tower",1999,"Hardcover","Steel/Concrete",0.375,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",66864
"105095",105095,116.250886,40.225155,1111027378942,"2016-03-12",7,14,96,28136,34.12,1,0,1,1,7,"Plate/Tower",2003,"Hardcover","Steel/Concrete",0.057,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",38208
"109331",109331,116.332045,40.081334,1111027377891,"2016-01-14",7,47,228.8,32464,70.48,2,1,1,1,6,"Plate",1994,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",48852
"93033",93033,116.412985,40.062212,1111027375871,"2012-10-09",7,0,153,27047,56.57,1,1,1,1,20,"Plate/Tower",2008,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChangPing",55551
"95680",95680,116.359156,40.079209,1111027378212,"2013-03-15",1,0,165.6,11546,143.43,3,1,1,1,6,"Plate",2005,"Other","Steel/Concrete",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChangPing",37700
"24155",24155,116.428389,39.99699,1111027375593,"2016-09-13",41,16,303,70811,42.79,1,1,1,1,6,"Plate",1992,"Simplicit","Mixed",0.077,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",64901
"24832",24832,116.33425,40.072226,1111027380369,"2016-09-13",40,24,330,57094,57.8,2,1,1,1,6,"Plate",1984,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","ChangPing",49428
"99707",99707,116.353424,40.090961,1111027377953,"2014-09-04",7,4,203,31050,65.38,1,1,1,1,7,"Plate",2004,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChangPing",45149
"259295",259295,116.6437,40.13717,1111027374900,"2012-11-25",7,0,172,14598,117.83,3,2,1,2,6,"Plate",2006,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","MenTouGou",36508
"124722",124722,116.499479,39.928739,1111027379618,"2012-12-08",7,0,210,28325,74.14,2,1,1,1,18,"Tower",1998,"Other","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",50426
"10749",10749,116.331446,40.085293,1111027374438,"2016-06-26",22,18,310,30678,101.05,2,2,1,1,6,"Plate",2000,"Hardcover","Mixed",0.25,"No_elevator","Ownership < 5y","No_Subway","ChangPing",42926
"253035",253035,116.1939,39.92365,1111027374503,"2013-02-20",7,1,153,28323,54.02,2,1,1,1,5,"Plate",1986,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ShiJingShan",44959
"117439",117439,116.581295,39.910614,1111027379297,"2012-02-19",7,0,143.8,17484,82.25,2,1,1,1,6,"Plate",2004,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChaoYang",45307
"61260",61260,116.435657,39.875802,1111027374217,"2017-03-09",23,8,915,73483,124.52,2,1,1,2,20,"Tower",2000,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","FengTai",67542
"134660",134660,116.419162,40.031546,1111027379663,"2013-07-05",7,0,493,38052,129.56,2,1,1,2,31,"Plate",2007,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",69760
"208480",208480,116.419054,39.865508,1111027376741,"2012-06-23",7,0,138,25699,53.7,2,1,1,1,6,"Plate",1988,"Other","Brick/Concrete",0.333,"No_elevator","Ownership < 5y","Has_Subway","FengTai",55915
"94591",94591,116.3434,40.083322,1111027378110,"2013-02-28",7,0,315,23824,132.22,3,2,1,2,6,"Plate",2003,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChangPing",41560
"220595",220595,116.2866,39.84665,1111027378539,"2015-10-07",1,0,145.5,27065,53.76,2,1,1,1,6,"Plate",1992,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","FengTai",44440
"59903",59903,116.359841,39.962265,1111027378266,"2017-04-09",59,21,808,90685,89.1,3,1,1,1,18,"Tower",1983,"Simplicit","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",81208
"191674",191674,116.450277,39.950513,1111027375114,"2015-09-12",1,4,406,50087,81.06,3,1,1,1,20,"Tower",1992,"Hardcover","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","No_Subway","DongCheng",84131
"110298",110298,116.432684,40.077562,1111027380057,"2016-02-28",7,3,251,24210,103.68,2,2,1,1,20,"Tower",2008,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","ChangPing",38384
"278784",278784,116.4033,39.89169,1111027379974,"2013-06-02",7,2,223,41343,53.94,1,1,1,1,9,"Plate/Tower",2002,"Other","Steel/Concrete",0.167,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",73910
"276638",276638,116.3541,39.91688,1111027379803,"2012-07-17",7,0,275,49372,55.7,2,1,1,1,6,"Plate",1987,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",109407
"139758",139758,116.421864,39.970675,1111027380906,"2014-01-25",1,16,175,42914,40.78,1,1,1,1,6,"Plate",1986,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",69386
"223316",223316,116.4131,39.81978,1111027375440,"2016-02-21",7,0,218,22570,96.59,3,1,1,1,6,"Plate",1995,"Hardcover","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","FengTai",47571
"13411",13411,116.442683,40.019229,1111027382231,"2016-07-06",18,2,1070,67984,157.39,3,2,1,2,7,"Plate",2003,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",90658
"258360",258360,116.1939,39.92365,1111027374503,"2016-05-08",1,24,274,35959,76.2,2,1,1,1,6,"Plate",1998,"Simplicit","Steel/Concrete",0.5,"No_elevator","Ownership < 5y","Has_Subway","ShiJingShan",44959
"260938",260938,116.6437,40.13717,1111027374900,"2013-06-16",7,0,205,21178,96.8,2,2,1,1,5,"Plate",2002,"Other","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","Has_Subway","MenTouGou",36508
"43734",43734,116.343245,39.900529,1111027378998,"2016-11-13",23,83,371,101478,36.56,1,1,1,1,12,"Tower",2005,"Simplicit","Steel/Concrete",0.077,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",92360
"69648",69648,116.695911,39.894711,1111027380732,"2017-11-08",225,25,466,40487,115.1,3,1,1,2,6,"Plate",2002,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","TongZhou",43455
"273931",273931,116.6581,39.8932,1111027377800,"2016-05-07",1,24,185.5,40806,45.46,1,0,1,1,18,"Plate/Tower",2006,"Simplicit","Steel/Concrete",0.4,"Has_Elevator","Ownership < 5y","Has_Subway","TongZhou",42519
"234156",234156,116.3031,39.95049,1111027376363,"2014-05-01",7,22,256,49421,51.8,2,1,1,1,21,"Tower",1992,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",81990
"89275",89275,116.415714,39.993021,1111027375672,"2018-01-02",1,3,315,72199,43.63,1,1,1,1,18,"Tower",1989,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",68049
"255219",255219,116.2248,39.90425,1111027377889,"2014-10-26",7,3,196.5,28360,69.29,2,1,1,1,6,"Plate",1994,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ShiJingShan",49964
"63413",63413,116.353594,40.088104,1111027377950,"2017-02-27",6,11,379,57881,65.48,1,1,1,1,7,"Plate",2003,"Hardcover","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChangPing",47698
"272428",272428,116.6949,39.87796,1111045971965,"2015-12-05",7,13,120,21987,54.58,1,1,1,1,29,"Plate",2012,"Rough","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","Has_Subway","TongZhou",38478
"119295",119295,116.477581,39.953739,1111027382733,"2012-04-23",7,0,104.5,26389,39.6,1,1,1,1,18,"Tower",1992,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",68599
"9125",9125,116.335491,39.780886,1111027375995,"2016-06-27",31,24,345,40589,85,2,1,1,1,20,"Plate/Tower",2013,"Simplicit","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","FaXing",56901
"80105",80105,116.441545,40.031408,1111046439745,"2017-09-11",35,50,1190,88760,134.07,3,2,1,2,10,"Plate",2014,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",82571
"158132",158132,116.422761,40.014025,1111027373939,"2015-05-30",1,3,413,32324,127.77,3,1,1,1,24,"Tower",2003,"Hardcover","Steel/Concrete",0.286,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",57718
"27338",27338,116.455939,39.94241,1111027379391,"2016-09-12",29,14,583,61969,94.08,1,1,1,1,27,"Plate/Tower",2007,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",72381
"110868",110868,116.417866,40.134243,1111027380409,"2016-03-08",7,10,135,21012,64.25,2,1,1,1,5,"Plate",1992,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","ChangPing",34641
"13777",13777,116.430629,40.004021,1111027377475,"2016-07-18",29,6,480,58824,81.6,2,2,1,1,20,"Tower",2000,"Simplicit","Steel/Concrete",0.2,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",69261
"271936",271936,116.7113,39.9184,1111027377937,"2015-06-24",1,4,215,21797,98.64,2,2,1,1,11,"Plate/Tower",2005,"Simplicit","Steel/Concrete",0.143,"Has_Elevator","Ownership < 5y","No_Subway","TongZhou",45161
"36048",36048,116.652626,39.909058,1111027379220,"2017-02-15",152,65,445,46912,94.86,2,2,1,2,6,"Plate",1996,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","TongZhou",46078
"103145",103145,116.445785,40.077726,1111027380050,"2015-04-12",1,2,242,17757,136.29,2,1,1,2,18,"Tower",2003,"Hardcover","Mixed",0.333,"Has_Elevator","Ownership < 5y","No_Subway","ChangPing",36411
"115930",115930,116.420282,39.973413,1111027377550,"2011-12-16",7,0,273,31841,85.74,3,1,1,1,6,"Plate",1995,"Other","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",98889
"256071",256071,116.2215,39.90547,1111027378940,"2015-04-16",7,5,205,30685,66.81,2,1,1,1,6,"Plate",1995,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ShiJingShan",51436
"55226",55226,116.380149,39.95727,1111027375911,"2017-01-09",5,0,822,140995,58.3,2,1,1,1,6,"Plate",1987,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",136164
"145661",145661,116.453797,39.961753,1111027382559,"2014-07-28",7,2,146,34041,42.89,1,1,1,1,22,"Tower",1997,"Hardcover","Steel/Concrete",0.182,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",67771
"256309",256309,116.2296,39.915,1111027378058,"2015-07-02",1,4,168,35541,47.27,2,2,1,1,6,"Plate",1985,"Hardcover","Steel/Concrete",0.5,"No_elevator","Ownership < 5y","Has_Subway","ShiJingShan",51471
"266144",266144,116.6581,39.8932,1111027377800,"2012-05-28",7,0,105,17076,61.49,1,1,1,1,18,"Plate/Tower",2006,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","TongZhou",42519
"231495",231495,116.3408,39.98608,1111027382368,"2013-03-03",7,0,418,69482,60.16,2,1,1,1,6,"Plate",1994,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","HaiDian",97565
"258854",258854,116.5602,40.11005,1111027380329,"2012-07-15",1,0,430,16073,267.54,4,2,1,4,4,"Plate",1996,"Other","Brick/Concrete",0.125,"No_elevator","Ownership < 5y","No_Subway","MenTouGou",44446
"237178",237178,116.365,39.96728,1111027375946,"2014-09-20",1,4,420,43542,96.46,4,1,1,1,4,"Plate/Tower",1963,"Simplicit","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","HaiDian",91440
"97699",97699,116.338639,40.079333,1111027378111,"2013-12-25",7,23,411,28881,142.31,3,2,1,2,6,"Plate",2002,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChangPing",40638
"295469",295469,116.5276,39.82696,1111027380990,"2015-08-09",1,4,177,20418,86.69,2,1,1,1,6,"Plate",2000,"Simplicit","Mixed",0.5,"No_elevator","Ownership > 5y","No_Subway","FaXing",36914
"87308",87308,116.31531,39.865675,1111027374417,"2017-12-13",32,123,490,54927,89.21,2,1,1,1,25,"Tower",2001,"Hardcover","Steel/Concrete",0.3,"Has_Elevator","Ownership < 5y","Has_Subway","FengTai",56622
"240194",240194,116.3026,39.92383,1111027376610,"2015-06-05",1,5,305,54797,55.66,2,1,1,1,20,"Tower",1993,"Hardcover","Steel/Concrete",0.222,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",101934
"111644",111644,116.43942,40.072066,1111027380051,"2016-04-25",1,9,350,17627,198.56,3,1,1,2,32,"Tower",2001,"Simplicit","Mixed",0.5,"Has_Elevator","Ownership < 5y","No_Subway","ChangPing",40934
"18424",18424,116.493676,40.0031,1111027379028,"2016-08-28",50,37,950,77716,122.24,3,2,1,2,28,"Plate",2007,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",94584
"178465",178465,116.487808,39.889853,1111027378758,"2016-05-30",7,22,258.8,42686,60.63,2,1,1,1,6,"Plate",1995,"Simplicit","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",58444
"235420",235420,116.3671,40.04021,1111027382073,"2014-03-12",7,6,175,38700,45.22,1,1,1,1,6,"Plate",1998,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",64588
"156341",156341,116.428122,39.973788,1111027375188,"2015-08-31",1,7,269,46260,58.15,2,1,1,1,6,"Plate",2001,"Other","Mixed",0.25,"No_elevator","Ownership > 5y","Has_Subway","ChaoYang",68665
"110024",110024,116.318694,40.087485,1111027375875,"2016-01-31",1,1,258,25025,103.1,3,1,1,2,6,"Plate",2006,"Hardcover","Mixed",0.5,"No_elevator","Ownership > 5y","No_Subway","ChangPing",36774
"142574",142574,116.529466,39.928033,1111027379804,"2014-06-08",7,5,438,45994,95.23,2,2,1,1,26,"Plate/Tower",2007,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",83321
"235557",235557,116.284,39.93614,1111027377915,"2014-03-30",7,1,218,45455,47.96,2,1,1,1,7,"Plate",1998,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",67932
"25853",25853,116.411481,40.059131,1111027373982,"2016-08-31",23,18,518,46420,111.59,2,2,1,1,15,"Plate/Tower",2008,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",55291
"202563",202563,116.331607,39.777363,1111027377184,"2015-10-26",1,23,268,30919,86.68,2,2,1,1,6,"Plate",2007,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","FaXing",45296
"182686",182686,116.490901,39.97819,1111027374425,"2016-05-14",1,9,197,47781,41.23,1,1,1,1,6,"Plate",1987,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",59225
"97278",97278,116.435471,40.109315,1111046362161,"2013-09-01",7,2,270,21245,127.09,3,2,1,2,6,"Plate",1998,"Other","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",34854
"49704",49704,116.35154,39.954963,1111027377070,"2016-12-12",11,19,600,99289,60.43,2,1,1,1,19,"Tower",2002,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","No_Subway","HaiDian",97294
"203515",203515,116.350565,39.733387,1111027381444,"2016-02-27",7,27,161.8,17923,90.28,2,1,1,1,12,"Tower",2000,"Simplicit","Mixed",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","FaXing",37228
